date,platform,campaign_type,campaign_objetive,product_category,market,total_impressions,total_clicks,total_ad_spend,total_conversions,total_revenue,ctr,cpc,cpa,roas
2024-06-24,Google Ads,Video,Branding,Makeup,Argentina,117223,7935,16028.7,166,47449.87,0.06769149399008727,2.02,96.55843373493977,2.960306824633314
2024-02-27,Google Ads,Video,Branding,Skincare,Brazil,104794,5920,21667.2,359,21837.83,0.056491783880756534,3.66,60.35431754874652,1.007875036922168
2024-06-25,TikTok Ads,Search,Performance,Skincare,Mexico,20185,878,535.58,27,7476.28,0.04349764676740154,0.6100000000000001,19.836296296296297,13.959221778259082
2024-10-14,Meta Ads,Search,Performance,Makeup,Mexico,125725,1646,1333.26,19,2319.58,0.013092066017100815,0.8099999999999999,70.17157894736842,1.7397806879378366
2024-11-19,TikTok Ads,Shopping,Performance,Haircare,Brazil,47623,1695,3135.75,36,9884.86,0.03559204586019361,1.85,87.10416666666667,3.1523112493024
2024-11-13,TikTok Ads,Shopping,Performance,Skincare,Brazil,113886,4965,6653.1,141,24007.44,0.04359622780675412,1.34,47.185106382978724,3.60845921450151
2024-10-04,Meta Ads,Shopping,Performance,Skincare,Mexico,5528,108,218.16,7,2000.84,0.019536903039073805,2.02,31.165714285714284,9.171433810047672
2024-03-01,TikTok Ads,Display,Branding,Skincare,Argentina,61232,2951,2213.25,51,15061.62,0.048193754899399005,0.75,43.39705882352941,6.805205015249069
2024-02-04,Google Ads,Search,Performance,Skincare,Brazil,137290,5011,7817.16,323,28440.57,0.03649938087260543,1.56,24.20173374613003,3.6382228328446646
2024-10-26,Google Ads,Display,Branding,Haircare,Argentina,180365,6114,21154.44,400,111623.05,0.033897929199123995,3.46,52.8861,5.276577872068464
2024-08-31,Meta Ads,Search,Performance,Haircare,Mexico,125155,5256,5623.92,247,26802.91,0.04199592505293436,1.07,22.768906882591093,4.765876826128395
2024-12-10,Meta Ads,Video,Branding,Skincare,Mexico,8512,251,160.64,11,1671.09,0.02948778195488722,0.6399999999999999,14.603636363636362,10.402701693227092
2024-02-16,Google Ads,Shopping,Performance,Skincare,Brazil,50206,2399,4845.98,163,5571.38,0.04778313349002111,2.02,29.729938650306746,1.1496910841563523
2024-05-23,Meta Ads,Shopping,Performance,Haircare,Mexico,130611,2207,1611.11,44,9567.41,0.016897504804342666,0.73,36.616136363636365,5.938396509238972
2024-12-17,TikTok Ads,Search,Performance,Skincare,Brazil,109222,7306,7963.54,124,12349.14,0.06689128563842449,1.09,64.22209677419355,1.5507098601878058
2024-06-01,Google Ads,Shopping,Performance,Haircare,Argentina,18149,918,1487.16,14,3557.93,0.050581299245137476,1.62,106.22571428571429,2.392432556012803
2024-06-03,TikTok Ads,Shopping,Performance,Skincare,Argentina,80885,3995,1757.8,79,10692.34,0.049391110836372626,0.44,22.250632911392405,6.0827966776652636
2024-01-21,TikTok Ads,Search,Performance,Haircare,Mexico,160522,5425,6021.75,398,79057.93,0.033795990580730365,1.11,15.13002512562814,13.128730020342923
2024-04-21,Google Ads,Video,Branding,Haircare,Brazil,193405,7852,7537.92,459,79715.61,0.04059874356919418,0.96,16.42248366013072,10.575279387417218
2024-11-20,TikTok Ads,Shopping,Performance,Skincare,Mexico,18181,1179,754.56,24,4581.7,0.06484791815631703,0.6399999999999999,31.439999999999998,6.072015479219678
2024-12-06,Meta Ads,Shopping,Performance,Skincare,Brazil,16093,466,386.78,28,5468.73,0.028956689243770584,0.83,13.813571428571427,14.13912301566782
2024-01-29,Google Ads,Display,Branding,Haircare,Brazil,168471,6014,5833.58,117,25231.33,0.03569753844875379,0.97,49.85965811965812,4.325187963480402
2024-06-21,TikTok Ads,Search,Performance,Skincare,Brazil,186434,8743,14425.95,87,21530.58,0.0468959524550243,1.6500000000000001,165.81551724137933,1.4924895760764456
2024-06-11,Meta Ads,Video,Branding,Makeup,Argentina,102229,2146,1309.06,52,14121.79,0.020992086394271685,0.61,25.174230769230768,10.787733182589035
2024-05-06,Meta Ads,Shopping,Performance,Skincare,Mexico,10177,413,764.05,16,4058.36,0.04058170384199666,1.8499999999999999,47.753125,5.311641908252078
2024-06-29,Meta Ads,Shopping,Performance,Skincare,Brazil,147412,3670,4293.9,162,38717.46,0.02489620926383198,1.17,26.505555555555553,9.0168518130371
2024-07-09,Google Ads,Search,Performance,Haircare,Mexico,18601,706,1412,54,3302.39,0.03795494865867426,2,26.14814814814815,2.3388031161473086
2024-06-28,Google Ads,Search,Performance,Haircare,Brazil,83488,4049,4656.35,45,2103,0.04849798773476428,1.1500000000000001,103.47444444444446,0.45164130703233213
2024-07-20,TikTok Ads,Shopping,Performance,Haircare,Brazil,148573,8706,15409.62,643,163989.09,0.05859745714228023,1.77,23.96519440124417,10.641994416474903
2024-09-18,TikTok Ads,Search,Performance,Skincare,Mexico,89403,5578,8255.44,414,80503.15,0.06239164233862398,1.48,19.940676328502416,9.751527477638986
2024-12-11,Meta Ads,Search,Performance,Haircare,Brazil,198775,3637,7237.63,235,18520.23,0.018297069550999873,1.99,30.798425531914894,2.558880462250764
2024-11-28,Meta Ads,Search,Performance,Skincare,Argentina,172816,3819,8172.66,193,41926.28,0.022098648273308028,2.14,42.34538860103627,5.130065364275524
2024-09-12,Google Ads,Search,Performance,Makeup,Argentina,31049,1021,3379.51,31,7117.65,0.032883506715192114,3.31,109.01645161290324,2.1061189344017324
2024-06-27,Meta Ads,Shopping,Performance,Skincare,Brazil,198899,2923,5758.31,95,3750,0.014695900934645222,1.9700000000000002,60.613789473684214,0.6512327401616099
2024-10-24,TikTok Ads,Search,Performance,Skincare,Brazil,34076,1363,1553.82,16,2219.67,0.03999882615330438,1.14,97.11375,1.4285245395219524
2024-08-17,TikTok Ads,Search,Performance,Haircare,Argentina,166446,7822,8995.3,218,21100.54,0.04699422034774041,1.15,41.262844036697246,2.3457294364834973
2024-10-18,Meta Ads,Video,Branding,Haircare,Argentina,66265,1881,3837.24,76,2782.02,0.028386025805478006,2.04,50.489999999999995,0.7250054726834912
2024-02-04,Google Ads,Search,Performance,Haircare,Brazil,167198,5132,11854.92,120,19874.34,0.03069414705917535,2.31,98.791,1.6764634430261867
2024-02-21,Google Ads,Search,Performance,Skincare,Brazil,195067,9129,8672.55,128,24006.78,0.046799304854229576,0.95,67.754296875,2.7681339398446823
2024-01-30,Google Ads,Display,Branding,Haircare,Brazil,44435,1453,3894.04,48,6345.04,0.03269944863283448,2.68,81.12583333333333,1.6294234265698349
2024-09-03,Meta Ads,Search,Performance,Makeup,Mexico,19959,586,1166.14,17,4432.12,0.029360188386191692,1.9900000000000002,68.5964705882353,3.8006757336168895
2024-08-28,Google Ads,Display,Branding,Haircare,Mexico,15796,301,574.91,17,1137.71,0.0190554570777412,1.91,33.81823529411764,1.9789358334347986
2024-12-08,Meta Ads,Shopping,Performance,Makeup,Argentina,126432,1567,2585.55,110,31358.68,0.01239401417362693,1.6500000000000001,23.505000000000003,12.128436889636633
2024-12-29,Google Ads,Search,Performance,Skincare,Brazil,137737,3925,3532.5,78,11545.1,0.028496337222387595,0.9,45.28846153846154,3.26825194621373
2024-09-14,Google Ads,Search,Performance,Makeup,Mexico,157963,5607,4934.16,205,50937.22,0.035495654045567634,0.88,24.069073170731706,10.3233822981014
2024-01-16,TikTok Ads,Shopping,Performance,Skincare,Brazil,88940,4384,1402.88,66,10447.12,0.049291657297054196,0.32,21.255757575757578,7.446909215328467
2024-04-06,Meta Ads,Video,Branding,Skincare,Brazil,95930,1554,1118.88,62,5774.95,0.016199311998332116,0.7200000000000001,18.046451612903226,5.161366723866723
2024-06-28,Google Ads,Video,Branding,Haircare,Brazil,134814,2804,5355.64,195,46646.16,0.02079902680730488,1.9100000000000001,27.464820512820513,8.709726568626719
2024-03-07,Meta Ads,Display,Branding,Skincare,Argentina,161764,2652,2625.48,76,16956.51,0.01639425335674192,0.99,34.54578947368421,6.458441884912473
2024-06-06,Meta Ads,Shopping,Performance,Makeup,Mexico,61395,2038,4809.68,102,16290.15,0.033194885577001385,2.3600000000000003,47.15372549019608,3.3869508990203085
2024-02-17,Google Ads,Video,Branding,Skincare,Mexico,150213,5242,16512.3,332,64497.69,0.03489711276653818,3.15,49.73584337349397,3.9060391344634002
2024-06-13,Meta Ads,Video,Branding,Makeup,Argentina,61284,1574,2392.48,32,3680.82,0.02568370210821748,1.52,74.765,1.5384956196081054
2024-09-17,Meta Ads,Search,Performance,Haircare,Argentina,15485,196,301.84,8,362.78,0.012657410397158541,1.5399999999999998,37.73,1.2018950437317784
2024-05-29,TikTok Ads,Video,Branding,Skincare,Brazil,76922,2669,3523.08,110,12940.72,0.03469748576480071,1.32,32.028,3.673126923033255
2024-11-08,Google Ads,Display,Branding,Haircare,Brazil,199164,6671,21280.49,118,27461.46,0.03349500913819767,3.1900000000000004,180.34313559322035,1.290452428492013
2024-02-06,Meta Ads,Display,Branding,Haircare,Mexico,58164,936,823.68,13,1791.65,0.016092428306168763,0.8799999999999999,63.36,2.1751772533022535
2024-08-01,TikTok Ads,Shopping,Performance,Skincare,Mexico,164852,6445,10569.8,471,43233.91,0.03909567369519326,1.64,22.441188959660295,4.090324320233117
2024-07-06,Meta Ads,Shopping,Performance,Makeup,Mexico,80888,2070,1531.8,71,19601.22,0.02559094055978637,0.74,21.574647887323945,12.796200548374463
2024-03-21,Meta Ads,Shopping,Performance,Haircare,Brazil,160091,4210,4504.7,322,62914.38,0.0262975432722639,1.07,13.989751552795031,13.966386218838103
2024-08-12,Google Ads,Video,Branding,Makeup,Brazil,116789,6586,17716.34,220,34309.56,0.05639229721977241,2.69,80.52881818181818,1.936605416242858
2024-11-09,Google Ads,Video,Branding,Makeup,Brazil,27612,963,3177.9,75,12575.02,0.0348761408083442,3.3000000000000003,42.372,3.9570219327228675
2024-06-28,Google Ads,Search,Performance,Skincare,Mexico,196883,10119,14976.12,636,121588.49,0.05139600676543937,1.48,23.54735849056604,8.118824501940422
2024-03-18,Google Ads,Video,Branding,Makeup,Argentina,74098,1911,5446.35,91,9234.96,0.025790169775162623,2.85,59.85,1.6956236745710427
2024-04-03,Meta Ads,Video,Branding,Skincare,Brazil,172517,3191,5775.71,96,13225.69,0.01849672785870378,1.81,60.163645833333334,2.2898812440375296
2024-01-18,Meta Ads,Video,Branding,Skincare,Mexico,156990,3894,6466.8,100,8935.869999999999,0.024804127651442767,1.6607087827426812,64.668,1.3818070761427597
2024-08-24,TikTok Ads,Video,Branding,Skincare,Brazil,138332,9558,3345.3,195,26087.06,0.06909464187606627,0.35000000000000003,17.155384615384616,7.798122739365677
2024-06-20,Meta Ads,Display,Branding,Haircare,Argentina,132208,3133,4918.81,183,53669.78,0.023697506958731695,1.57,26.87874316939891,10.911130944273106
2024-08-06,Google Ads,Shopping,Performance,Makeup,Argentina,146788,6003,14527.26,476,104420.05,0.040895713546066435,2.42,30.519453781512606,7.187869563840669
2024-07-24,Google Ads,Video,Branding,Makeup,Mexico,146656,5719,10008.25,357,62250.35,0.03899601789221034,1.75,28.034313725490197,6.219903579546874
2024-10-24,Meta Ads,Display,Branding,Haircare,Brazil,171353,5534,10293.24,221,52725.19,0.03229590377758195,1.8599999999999999,46.57574660633484,5.12231231371269
2024-12-18,Google Ads,Video,Branding,Haircare,Argentina,184982,4772,14697.76,141,26098.46,0.02579710458314863,3.08,104.23943262411348,1.7756760213801286
2024-12-23,TikTok Ads,Display,Branding,Makeup,Argentina,180552,6030,10251,383,23539.41,0.03339758075235943,1.7,26.765013054830288,2.29630377524144
2024-07-03,TikTok Ads,Display,Branding,Haircare,Brazil,163328,4981,6027.01,142,21158.33,0.030496914184952977,1.21,42.4437323943662,3.5105848505311923
2024-11-13,TikTok Ads,Video,Branding,Skincare,Argentina,195722,12624,25374.24,755,129016.77,0.06449964745915125,2.0100000000000002,33.608264900662256,5.08455701530371
2024-01-22,Google Ads,Shopping,Performance,Skincare,Argentina,153953,5095,14571.7,110,30634.7,0.03309451585873611,2.8600000000000003,132.47,2.102342211272535
2024-06-03,Google Ads,Video,Branding,Skincare,Mexico,113502,2235,2704.35,34,6126.9,0.01969128297298726,1.21,79.53970588235293,2.2655721337844583
2024-06-28,Google Ads,Search,Performance,Makeup,Brazil,78532,4735,13352.7,310,45765.16,0.06029389293536393,2.8200000000000003,43.07322580645162,3.4274086888794026
2024-07-23,Google Ads,Video,Branding,Skincare,Brazil,28667,1338,3880.2,24,3421.56,0.046673875885164126,2.9,161.67499999999998,0.8817999072212773
2024-06-04,Meta Ads,Search,Performance,Makeup,Argentina,16920,389,478.47,15,3222.58,0.022990543735224585,1.23,31.898000000000003,6.735176709093569
2024-12-16,TikTok Ads,Video,Branding,Skincare,Brazil,27584,1561,1467.34,93,19425.98,0.05659077726218097,0.94,15.777849462365591,13.238908501097225
2024-10-20,TikTok Ads,Shopping,Performance,Makeup,Mexico,143667,6852,7742.76,142,19589.64,0.04769362484077763,1.1300000000000001,54.52647887323944,2.530059048711312
2024-10-15,Meta Ads,Search,Performance,Skincare,Mexico,30392,1325,1735.75,101,3539.63,0.0435969992103185,1.31,17.185643564356436,2.039251044217197
2024-06-24,Meta Ads,Video,Branding,Haircare,Argentina,93003,1283,2258.08,49,1614.11,0.013795253916540327,1.76,46.08326530612245,0.714815241266917
2024-03-12,Meta Ads,Shopping,Performance,Haircare,Mexico,199650,4152,3238.56,165,10558.75,0.020796393688955674,0.78,19.627636363636363,3.2603224890074602
2024-04-15,Google Ads,Video,Branding,Skincare,Mexico,99447,5917,6212.85,195,28481.71,0.05949902963387533,1.05,31.860769230769233,4.584322814811237
2024-04-01,TikTok Ads,Shopping,Performance,Makeup,Argentina,41200,1763,3138.14,101,27614.2,0.04279126213592233,1.78,31.07069306930693,8.799543678739637
2024-03-29,Google Ads,Shopping,Performance,Skincare,Argentina,165805,9832,27136.32,509,143237.84,0.059298573625644585,2.76,53.313005893909626,5.278454853126732
2024-08-15,Meta Ads,Video,Branding,Skincare,Brazil,37588,1191,2334.36,48,13381.03,0.03168564435458125,1.9600000000000002,48.6325,5.732204972669169
2024-04-01,Meta Ads,Video,Branding,Skincare,Brazil,59376,564,360.96,25,4065.83,0.009498787388843978,0.64,14.4384,11.263935062056738
2024-11-26,Google Ads,Video,Branding,Haircare,Brazil,80511,3622,12025.04,140,31780.44,0.04498764144030008,3.3200000000000003,85.89314285714286,2.6428552420615645
2024-12-15,Google Ads,Video,Branding,Haircare,Brazil,132953,8163,22529.88,130,16572.4,0.06139763675885463,2.7600000000000002,173.30676923076925,0.7355742684825662
2024-01-06,Meta Ads,Search,Performance,Haircare,Argentina,17763,726,1408.44,30,1946.19,0.040871474413105895,1.9400000000000002,46.948,1.381805401721053
2024-10-14,TikTok Ads,Search,Performance,Haircare,Argentina,97193,6230,9968,306,81609.12,0.06409926640807466,1.6,32.57516339869281,8.187110754414125
2024-03-21,TikTok Ads,Display,Branding,Skincare,Mexico,108196,5334,5280.66,289,27408.56,0.049299419571888055,0.99,18.272179930795847,5.190366355720687
2024-04-27,Google Ads,Shopping,Performance,Haircare,Argentina,69323,2169,4750.11,94,16337.12,0.03128831700878496,2.19,50.53308510638298,3.4393140369380926
2024-08-14,Google Ads,Shopping,Performance,Haircare,Mexico,168059,3462,10662.96,154,33243.77,0.02059990836551449,3.0799999999999996,69.24,3.117686833674702
2024-04-17,Google Ads,Display,Branding,Makeup,Brazil,292437,10417,25597.08,573,133272.91999999998,0.035621347503906824,2.457241048286455,44.67204188481676,5.206567311583976
2024-01-07,Meta Ads,Shopping,Performance,Skincare,Argentina,182235,5047,3734.78,260,53450.65,0.02769500919142865,0.74,14.364538461538462,14.311592650704995
2024-06-08,Google Ads,Video,Branding,Skincare,Brazil,96658,2822,9510.14,112,25060.16,0.029195720995675474,3.3699999999999997,84.91196428571428,2.6350989575337485
2024-01-11,Meta Ads,Video,Branding,Haircare,Mexico,152977,5491,7412.85,147,9232.39,0.03589428476176157,1.35,50.42755102040817,1.2454575500650895
2024-12-14,TikTok Ads,Shopping,Performance,Skincare,Argentina,141917,4796,3165.36,369,11953.05,0.033794400952669515,0.66,8.578211382113821,3.7762055500796112
2024-10-27,TikTok Ads,Search,Performance,Skincare,Mexico,111956,5911,9280.27,253,68395.54,0.052797527600128624,1.57,36.68090909090909,7.369994623001269
2024-11-09,Google Ads,Shopping,Performance,Makeup,Mexico,170732,7700,6237,434,53677.08,0.045099922685846824,0.81,14.370967741935484,8.606233766233766
2024-01-13,Meta Ads,Shopping,Performance,Skincare,Argentina,24404,710,433.1,10,923.15,0.02909359121455499,0.61,43.31,2.131493881320711
2024-04-05,TikTok Ads,Video,Branding,Haircare,Argentina,159813,7575,6817.5,319,35965.7,0.047399147753937415,0.9,21.371473354231973,5.275496883021635
2024-05-06,Meta Ads,Search,Performance,Haircare,Brazil,199472,5286,6977.52,192,17789.77,0.02649995989412048,1.32,36.34125,2.5495835196459486
2024-10-20,TikTok Ads,Shopping,Performance,Haircare,Argentina,109188,6354,8006.04,216,49228.57,0.05819320804484009,1.26,37.065,6.148928808749394
2024-09-27,TikTok Ads,Display,Branding,Skincare,Mexico,55599,3697,6063.08,217,25513.42,0.06649400169067789,1.64,27.940460829493087,4.207996595789599
2024-07-05,Google Ads,Search,Performance,Skincare,Mexico,6881,357,817.53,5,872.75,0.05188199389623601,2.29,163.506,1.0675449218988906
2024-04-28,Meta Ads,Shopping,Performance,Haircare,Mexico,17720,287,404.67,4,597.18,0.016196388261851016,1.4100000000000001,101.1675,1.4757209578174808
2024-04-29,Meta Ads,Shopping,Performance,Skincare,Mexico,26751,489,943.77,8,791.56,0.0182796904788606,1.93,117.97125,0.8387212986214861
2024-06-20,Meta Ads,Video,Branding,Haircare,Brazil,125489,2523,4253.93,154,34376.380000000005,0.02010534787909697,1.6860602457391995,27.62292207792208,8.081087370972254
2024-09-14,TikTok Ads,Search,Performance,Makeup,Mexico,198085,14460,11857.2,1133,295028.26,0.07299896509074387,0.8200000000000001,10.46531332744925,24.88178153358297
2024-06-07,Meta Ads,Search,Performance,Skincare,Mexico,123171,3756,6986.16,52,7553.6,0.03049419100275227,1.8599999999999999,134.34923076923076,1.0812234475019182
2024-08-04,Google Ads,Shopping,Performance,Haircare,Brazil,63959,2014,4591.92,150,37769.59,0.03148892259103488,2.2800000000000002,30.6128,8.225228226972595
2024-01-12,Meta Ads,Video,Branding,Haircare,Mexico,62676,595,1439.9,32,1319.08,0.009493266960239964,2.4200000000000004,44.996875,0.9160913952357802
2024-05-09,TikTok Ads,Video,Branding,Skincare,Argentina,41839,2991,2961.09,45,9665.89,0.07148832429073353,0.9900000000000001,65.802,3.2643013214728356
2024-08-28,Meta Ads,Display,Branding,Makeup,Mexico,25991,309,469.68,14,2306.63,0.011888730714478088,1.52,33.54857142857143,4.911067109521376
2024-09-20,Google Ads,Display,Branding,Haircare,Brazil,168384,4681,12030.17,267,58628.48,0.027799553401748386,2.57,45.05681647940075,4.873453991090733
2024-05-10,Meta Ads,Display,Branding,Makeup,Brazil,29485,1341,1890.81,46,4626.55,0.04548075292521621,1.41,41.104565217391304,2.446861398025185
2024-12-23,TikTok Ads,Video,Branding,Skincare,Mexico,22221,1706,853,74,14659.06,0.07677422258224202,0.5,11.527027027027026,17.18529894490035
2024-11-04,Google Ads,Search,Performance,Haircare,Brazil,93720,2661,4523.7,104,18904.07,0.028393085787451984,1.7,43.497115384615384,4.178895594314389
2024-01-20,Google Ads,Display,Branding,Makeup,Mexico,181687,8321,26127.94,651,189283.47,0.04579854364924293,3.1399999999999997,40.13508448540706,7.244485022546745
2024-06-26,TikTok Ads,Search,Performance,Skincare,Brazil,139133,6020,2545.52,245,67689.44,0.043267952247130446,0.422843853820598,10.389877551020408,26.5915962160973
2024-11-14,Meta Ads,Video,Branding,Makeup,Argentina,129746,4891,8852.71,117,26101.17,0.037696730535045395,1.8099999999999998,75.66418803418803,2.9483819079129443
2024-08-21,Google Ads,Search,Performance,Makeup,Mexico,180746,5024,6430.72,64,17709.21,0.027795912495988846,1.28,100.48,2.7538456036027066
2024-04-16,Google Ads,Display,Branding,Haircare,Brazil,103066,2380,5926.2,121,20395.26,0.02309199930141851,2.4899999999999998,48.97685950413223,3.4415409537308896
2024-10-11,TikTok Ads,Video,Branding,Haircare,Mexico,54752,2814,2420.04,137,13580.22,0.05139538281706604,0.86,17.664525547445255,5.611568403828036
2024-11-28,TikTok Ads,Display,Branding,Haircare,Brazil,34669,1965,3163.65,74,12153.4,0.05667887738325305,1.61,42.752027027027026,3.8415753955083525
2024-03-25,Google Ads,Video,Branding,Skincare,Brazil,173102,4414,15007.6,341,52487.34,0.025499416528982913,3.4,44.01055718475074,3.4973839921106635
2024-03-21,Google Ads,Video,Branding,Makeup,Brazil,134198,2670,8410.5,71,14769.75,0.019895974604688595,3.15,118.45774647887323,1.7561084358837167
2024-06-04,Google Ads,Video,Branding,Skincare,Mexico,113368,5260,6890.6,168,8983.58,0.04639757250723308,1.31,41.01547619047619,1.3037442312715872
2024-08-01,Meta Ads,Display,Branding,Makeup,Brazil,168947,4510,8749.4,179,48341.14,0.026694762262721446,1.94,48.87932960893855,5.525080576953848
2024-01-16,Google Ads,Shopping,Performance,Skincare,Brazil,31783,781,905.96,49,4886.84,0.024572884875562407,1.1600000000000001,18.488979591836735,5.394101284824937
2024-06-14,Meta Ads,Search,Performance,Haircare,Brazil,140372,4548,6549.12,125,23552.19,0.03239962385660958,1.44,52.39296,3.5962373570800352
2024-04-29,Meta Ads,Video,Branding,Skincare,Argentina,59160,958,958,35,7848.99,0.01619337390128465,1,27.37142857142857,8.193100208768268
2024-12-21,Google Ads,Video,Branding,Haircare,Argentina,109216,5777,17677.62,140,11237.04,0.05289518019337826,3.0599999999999996,126.26871428571428,0.6356647557759473
2024-08-02,Google Ads,Shopping,Performance,Skincare,Brazil,98899,2185,6904.6,171,45859.64,0.0220932466455677,3.16,40.37777777777778,6.641896706543464
2024-10-25,Meta Ads,Video,Branding,Skincare,Mexico,184298,7758,12024.9,351,91198.92,0.04209486809406505,1.55,34.258974358974356,7.5841728413541905
2024-09-01,TikTok Ads,Display,Branding,Skincare,Brazil,106069,3139,1569.5,78,6648.74,0.029593943565037854,0.5,20.121794871794872,4.236215355208665
2024-09-06,Google Ads,Video,Branding,Skincare,Argentina,47176,1278,1827.54,62,2278.75,0.02709004578599288,1.43,29.476451612903226,1.2468947328102258
2024-01-17,Google Ads,Video,Branding,Skincare,Mexico,49109,1203,3921.78,25,4734.61,0.024496528131299763,3.2600000000000002,156.87120000000002,1.2072604786602001
2024-09-27,TikTok Ads,Search,Performance,Skincare,Mexico,40886,1782,980.1,132,28189.38,0.04358460108594629,0.55,7.425,28.761738598102234
2024-03-30,TikTok Ads,Shopping,Performance,Skincare,Argentina,37646,1874,2061.4,144,16795.87,0.04977952504914201,1.1,14.315277777777778,8.147797613272532
2024-03-15,Meta Ads,Search,Performance,Haircare,Brazil,117529,4266,4393.98,308,62119.33,0.03629742446545108,1.0299999999999998,14.26616883116883,14.137372040837693
2024-05-11,Google Ads,Video,Branding,Skincare,Brazil,132441,2436,5091.24,135,8958.33,0.01839309579359866,2.09,37.712888888888884,1.7595575930421665
2024-01-21,TikTok Ads,Shopping,Performance,Haircare,Brazil,119944,9331,5691.91,717,101587.49,0.07779463749749883,0.61,7.9385076708507665,17.84769787294599
2024-03-16,Meta Ads,Shopping,Performance,Haircare,Brazil,196112,2647,3996.97,187,16387.67,0.01349738924696092,1.51,21.37417112299465,4.100023267625226
2024-11-09,Meta Ads,Shopping,Performance,Haircare,Brazil,8487,271,246.61,14,4179.96,0.031931188877106165,0.91,17.615000000000002,16.949677628644416
2024-01-21,Google Ads,Display,Branding,Haircare,Argentina,340704,16154,44915.380000000005,851,83465.1,0.04741359068282145,2.7804494242911977,52.77952996474736,1.8582743817373915
2024-11-04,Google Ads,Display,Branding,Haircare,Argentina,158441,3976,10814.72,300,51868.85,0.025094514677387797,2.7199999999999998,36.04906666666666,4.796134342821635
2024-01-15,Google Ads,Display,Branding,Makeup,Mexico,62320,3857,3895.57,158,17905.2,0.061890243902439024,1.01,24.655506329113926,4.596297846014832
2024-11-24,Meta Ads,Video,Branding,Haircare,Mexico,88452,3361,5478.43,180,8119.45,0.03799801022023244,1.6300000000000001,30.435722222222225,1.4820760692388146
2024-11-17,TikTok Ads,Search,Performance,Haircare,Brazil,105726,8542,11958.8,662,104498.78,0.08079374988176986,1.4,18.06465256797583,8.738232933070208
2024-05-06,Meta Ads,Video,Branding,Haircare,Brazil,34404,1204,1709.68,94,17655.16,0.03499593070573189,1.4200000000000002,18.188085106382978,10.326587431566141
2024-07-07,Meta Ads,Display,Branding,Haircare,Brazil,105050,3077,1538.5,206,55580.46,0.029290813898143742,0.5,7.468446601941747,36.126395840103996
2024-02-18,Meta Ads,Search,Performance,Makeup,Argentina,32410,693,1240.47,21,678.51,0.021382289416846653,1.79,59.07,0.5469781615033011
2024-10-08,Google Ads,Video,Branding,Haircare,Mexico,120475,7794,6079.32,530,143639.1,0.06469391990039428,0.7799999999999999,11.470415094339621,23.62749452241369
2024-05-31,Google Ads,Display,Branding,Skincare,Brazil,183373,7169,11111.95,342,18314.28,0.03909517758884896,1.55,32.49108187134503,1.6481607638623281
2024-01-17,Meta Ads,Search,Performance,Haircare,Argentina,100343,3461,3737.88,259,51755.16,0.034491693491324756,1.08,14.431969111969112,13.846126681434397
2024-09-22,Google Ads,Search,Performance,Skincare,Argentina,181976,7752,13333.44,255,75491.87,0.04259902404712709,1.72,52.288000000000004,5.661844955240357
2024-09-22,Meta Ads,Display,Branding,Makeup,Argentina,127082,2452,5345.36,53,8408.45,0.019294628664956483,2.1799999999999997,100.85584905660377,1.573037176167742
2024-06-19,Meta Ads,Shopping,Performance,Skincare,Argentina,134986,4346,7083.98,149,28100.44,0.032195931429926064,1.63,47.543489932885905,3.966758799431958
2024-11-17,TikTok Ads,Shopping,Performance,Haircare,Brazil,56069,2949,2506.65,150,29064.28,0.05259590861260233,0.85,16.711000000000002,11.59486964673967
2024-07-18,Meta Ads,Search,Performance,Haircare,Brazil,18706,458,201.52,35,7330.28,0.024484122741366406,0.44,5.757714285714286,36.37495037713378
2024-08-16,TikTok Ads,Search,Performance,Makeup,Argentina,161640,5916,2721.36,445,30797.18,0.03659985152190052,0.46,6.115415730337079,11.31683422994385
2024-09-24,Meta Ads,Search,Performance,Makeup,Mexico,14028,342,646.38,7,716.51,0.024379811804961505,1.89,92.34,1.1084965500170179
2024-06-22,TikTok Ads,Display,Branding,Skincare,Mexico,187663,10790,7445.1,121,18190.79,0.05749668288367979,0.6900000000000001,61.529752066115705,2.4433237968596795
2024-06-27,Meta Ads,Display,Branding,Haircare,Brazil,140460,2753,1404.03,87,18763.62,0.01959988608856614,0.51,16.138275862068966,13.364116151364287
2024-03-19,Meta Ads,Video,Branding,Haircare,Mexico,102148,1205,1578.55,59,17697.95,0.011796608842072287,1.31,26.755084745762712,11.21152323334706
2024-04-28,Google Ads,Display,Branding,Haircare,Brazil,135171,5231,9311.18,149,19918.92,0.03869912925109676,1.78,62.491140939597315,2.1392476571175725
2024-01-13,TikTok Ads,Shopping,Performance,Skincare,Argentina,83871,6382,6701.1,196,31406.57,0.07609304765652013,1.05,34.18928571428572,4.68677829013147
2024-01-28,TikTok Ads,Display,Branding,Haircare,Argentina,104626,9144,10058.4,389,83739.39,0.08739701412650776,1.0999999999999999,25.857069408740358,8.325319136244334
2024-03-06,Google Ads,Shopping,Performance,Skincare,Brazil,193326,12334,15787.52,715,196162.94,0.06379897168513289,1.28,22.080447552447552,12.425190276876926
2024-01-24,TikTok Ads,Shopping,Performance,Skincare,Brazil,107262,5127,6357.48,343,93405.13,0.047798847681378306,1.24,18.534927113702622,14.692162617892626
